hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,lat,lng,geocode_flag,geocode_accuracy,url,PRVDR_NUM,RPT_REC_NUM,LINE_NUM,CLMN_NUM,total,unit_100_value,unit_name
PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,87106,BERNALILLO,(505) 724-8386,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,35.0822950,-106.6345300,0,,https://data.medicare.gov/resource/xubh-q36u/row-6ve3~533u~8w78,320021,652598,01101,00200,65,03401,02120NEONATAL INTENSIVE CARE UNIT
LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,PINELLAS,(727) 588-5200,Acute Care Hospitals,Proprietary,TRUE,27.9149140,-82.8026710,0,,https://data.medicare.gov/resource/xubh-q36u/row-p62b_5uvn.q827,100248,652642,00801,00200,10,03101,03101NEURO INTENSIVE CARE UNIT
LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,PINELLAS,(727) 588-5200,Acute Care Hospitals,Proprietary,TRUE,27.9149140,-82.8026710,0,,https://data.medicare.gov/resource/xubh-q36u/row-p62b_5uvn.q827,100248,652642,00901,00200,10,03201,03201CSU
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,FLORENCE,(843) 777-2900,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,34.1959310,-79.7587840,0,,https://data.medicare.gov/resource/xubh-q36u/row-5upv.sgxu_d9vz,420051,653093,01001,00200,40,03301,03301TRAUMA SURGICAL CARE UNIT
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,FLORENCE,(843) 777-2900,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,34.1959310,-79.7587840,0,,https://data.medicare.gov/resource/xubh-q36u/row-5upv.sgxu_d9vz,420051,653093,01101,00200,48,03401,03401NEONATAL ICU
ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,MARATHON,(715) 847-2121,Acute Care Hospitals,Proprietary,TRUE,44.9645030,-89.6663720,0,,https://data.medicare.gov/resource/xubh-q36u/row-xwvg~xtcv~8zke,520030,653166,00801,00200,14,03101,02060NEONATAL INTENSIVE CARE UNIT
PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,POCATELLO,ID,83201,BANNOCK,(208) 239-1000,Acute Care Hospitals,Proprietary,TRUE,42.8726210,-112.4189000,0,,https://data.medicare.gov/resource/xubh-q36u/row-seur~dy2g.gabs,130028,653172,00801,00200,16,03101,03101NEONATAL INTENSIVE CARE UNIT
INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,IN,46032,HAMILTON,(317) 688-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.9592750,-86.1623560,0,,https://data.medicare.gov/resource/xubh-q36u/row-z9gu_7wpc_cdy7,150161,649211,01101,00200,6,03401,03401PEDIATRIC INTENSIVE CARE UNIT
INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,IN,46032,HAMILTON,(317) 688-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,39.9592750,-86.1623560,0,,https://data.medicare.gov/resource/xubh-q36u/row-z9gu_7wpc_cdy7,150161,649211,01102,00200,23,03402,03402PREMATURE INTENSIVE CARE UNIT
LEGACY SALMON CREEK MEDICAL CENTER,2211 NE 139TH STREET,VANCOUVER,WA,98686,CLARK,(360) 487-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,45.7218230,-122.6498990,0,,https://data.medicare.gov/resource/xubh-q36u/row-b4a4.2925~zmi9,500150,653361,00801,00200,22,03101,03101NEONATE ICU
DUPONT HOSPITAL LLC,2520 E DUPONT RD,FORT WAYNE,IN,46825,ALLEN,(260) 416-3000,Acute Care Hospitals,Proprietary,TRUE,41.1786890,-85.1106030,0,,https://data.medicare.gov/resource/xubh-q36u/row-q73v-xd2h_rmgd,150150,654122,00801,00200,29,03101,03101NEONATAL INTENSIVE CARE UNIT
TEXAS CHILDRENS HOSP,6621 FANNIN STREET,HOUSTON,TX,77030,HARRIS,(832) 824-1000,Childrens,Voluntary non-profit - Private,TRUE,29.7087620,-95.4015320,0,,https://data.medicare.gov/resource/xubh-q36u/row-b3be_2yvs~n2mh,453304,654392,00801,00200,120,03101,02080PICU
TEXAS CHILDRENS HOSP,6621 FANNIN STREET,HOUSTON,TX,77030,HARRIS,(832) 824-1000,Childrens,Voluntary non-profit - Private,TRUE,29.7087620,-95.4015320,0,,https://data.medicare.gov/resource/xubh-q36u/row-b3be_2yvs~n2mh,453304,654392,00802,00200,132,03102,02060NICU
TEXAS CHILDRENS HOSP,6621 FANNIN STREET,HOUSTON,TX,77030,HARRIS,(832) 824-1000,Childrens,Voluntary non-profit - Private,TRUE,29.7087620,-95.4015320,0,,https://data.medicare.gov/resource/xubh-q36u/row-b3be_2yvs~n2mh,453304,654392,00803,00200,48,03103,02400CVICU
AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,30912,RICHMOND,(706) 721-6569,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,33.4710290,-81.9914530,0,,https://data.medicare.gov/resource/xubh-q36u/row-bfwt.ez9f~95jw,110034,654572,00801,00200,20,03101,02080PEDIATRIC INTENSIVE CARE UNIT
AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,30912,RICHMOND,(706) 721-6569,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,33.4710290,-81.9914530,0,,https://data.medicare.gov/resource/xubh-q36u/row-bfwt.ez9f~95jw,110034,654572,01101,00200,12,03401,02180TRAUMA INTENSIVE CARE UNIT
AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,30912,RICHMOND,(706) 721-6569,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,33.4710290,-81.9914530,0,,https://data.medicare.gov/resource/xubh-q36u/row-bfwt.ez9f~95jw,110034,654572,01102,00200,45,03402,02060NEONATAL INTENSIVE CARE UNIT
CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,(816) 698-7000,Acute Care Hospitals,Proprietary,TRUE,39.0477710,-94.3493130,0,,https://data.medicare.gov/resource/xubh-q36u/row-iwpd.bh6w~c7gg,260095,653909,00801,00200,12,03101,02060NEONATAL INTENSIVE CARE UNIT
BELLEVUE MEDICAL CENTER,2500 BELLEVUE MEDICAL CENTER DR,BELLEVUE,NE,68123,SARPY,(402) 763-3600,Acute Care Hospitals,Proprietary,TRUE,41.1363900,-95.9458600,0,,https://data.medicare.gov/resource/xubh-q36u/row-95qy~fvi8-fbu3,280132,654040,00802,00200,3,03102,03101NEONATAL INTENSIVE CARE UNIT
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,88011,DONA ANA,(575) 556-7610,Acute Care Hospitals,Proprietary,TRUE,32.3226390,-106.7282970,0,,https://data.medicare.gov/resource/xubh-q36u/row-6m6j-xb3y-q4ig,320085,654343,00801,00200,12,03101,02060NEONATAL INTENSIVE CARE UNIT
GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,(619) 465-0711,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,32.7794350,-117.0091780,0,,https://data.medicare.gov/resource/xubh-q36u/row-j2di_g3bq~q2tc,50026,643325,01101,00200,24,03401,02060NEONATAL INTENSIVE CARE UNIT
HCA HOUSTON HEALTHCARE KINGWOOD,22999 US HWY 59,KINGWOOD,TX,77325,HARRIS,(281) 359-7500,Acute Care Hospitals,Proprietary,TRUE,30.0500599,-95.2552222,1,ROOFTOP,https://data.medicare.gov/resource/xubh-q36u/row-7cnb.g98t-w5nn,450775,654556,00801,00200,22,03101,03101NEURO/ICU
UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,LUBBOCK,TX,79415,LUBBOCK,(806) 775-8200,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,33.5894290,-101.8879770,0,,https://data.medicare.gov/resource/xubh-q36u/row-rb7e~xppr~6ftx,450686,654605,01101,00200,34,03401,02060NEONATAL INTENSIVE CARE UNIT
UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,LUBBOCK,TX,79415,LUBBOCK,(806) 775-8200,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,33.5894290,-101.8879770,0,,https://data.medicare.gov/resource/xubh-q36u/row-rb7e~xppr~6ftx,450686,654605,01102,00200,11,03402,02080PEDIATRIC INTENSIVE CARE UNIT
UNIVERSITY OF LOUISVILLE HOSPITAL,530 SOUTH JACKSON STREET,LOUISVILLE,KY,40202,JEFFERSON,(502) 562-3000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,38.2484460,-85.7450700,0,,https://data.medicare.gov/resource/xubh-q36u/row-tgzi_ynfd~ifit,180141,655002,00801,00200,24,03101,02060NEONATAL INTENSIVE CARE UNIT
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,ST. LOUIS,(314) 344-6000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,38.7489650,-90.4323790,0,,https://data.medicare.gov/resource/xubh-q36u/row-6aii~k6dn_smym,260104,655017,00801,00200,180,03101,03101INTERMEDIATE CARE UNIT
SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,6420 CLAYTON RD,RICHMOND HEIGHTS,MO,63117,ST. LOUIS,(314) 768-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,38.6339430,-90.3101380,0,,https://data.medicare.gov/resource/xubh-q36u/row-fsnu.78eb_v984,260091,655215,00801,00200,38,03101,02080PEDIATRIC INTENSIVE CARE UNIT
SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,6420 CLAYTON RD,RICHMOND HEIGHTS,MO,63117,ST. LOUIS,(314) 768-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,38.6339430,-90.3101380,0,,https://data.medicare.gov/resource/xubh-q36u/row-fsnu.78eb_v984,260091,655215,00802,00200,108,03102,02060NEONATAL INTENSIVE CARE UNIT
SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,6420 CLAYTON RD,RICHMOND HEIGHTS,MO,63117,ST. LOUIS,(314) 768-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,38.6339430,-90.3101380,0,,https://data.medicare.gov/resource/xubh-q36u/row-fsnu.78eb_v984,260091,655215,00803,00200,134,03103,02400INTERMEDIATE CARE UNIT
MERCY HOSPITAL FORT SMITH,7301 ROGERS AVE,FORT SMITH,AR,72903,SEBASTIAN,(479) 314-6000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,35.3536470,-94.3529640,0,,https://data.medicare.gov/resource/xubh-q36u/row-2a77_rb9f.j48w,40062,661700,00801,00200,25,03101,02060NEONATAL INTENSIVE CARE UNIT
MERCY HOSPITAL FORT SMITH,7301 ROGERS AVE,FORT SMITH,AR,72903,SEBASTIAN,(479) 314-6000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,35.3536470,-94.3529640,0,,https://data.medicare.gov/resource/xubh-q36u/row-2a77_rb9f.j48w,40062,661700,02401,00200,3,011601,
BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,MARICOPA,(480) 412-3000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,33.3909100,-111.8746240,0,,https://data.medicare.gov/resource/xubh-q36u/row-m5b5-4dvf~smre,30065,649063,00801,00200,86,03101,02060NEONATAL INTENSIVE CARE UNIT
BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,85037,MARICOPA,(623) 327-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,33.4795580,-112.2579360,0,,https://data.medicare.gov/resource/xubh-q36u/row-i5b8~ggf8_jyy9,30115,649067,00901,00200,20,03201,03201NEO-NATAL ICU
UNIVERSITY OF VERMONT MEDICAL CENTER,111 COLCHESTER AVE,BURLINGTON,VT,5401,CHITTENDEN,(802) 847-0000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,44.4809910,-73.1955180,0,,https://data.medicare.gov/resource/xubh-q36u/row-sa3g~qvqf.2559,470003,643744,01001,00200,20,03301,02060NEONATAL INTENSIVE CARE UNIT
PIKEVILLE MEDICAL CENTER,911 BYPASS ROAD,PIKEVILLE,KY,41501,PIKE,(606) 218-3500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,37.4725100,-82.5239500,0,,https://data.medicare.gov/resource/xubh-q36u/row-h2q9~be2e-2gte,180044,643769,01001,00200,9,03301,02060NEONATAL INTENSIVE CARE UNIT
PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,905 VERDAE BLVD SUITE 102,GREENVILLE,SC,29605,GREENVILLE,(864) 455-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,34.8291560,-82.3192040,0,,https://data.medicare.gov/resource/xubh-q36u/row-rfz9-6mpm-5bj3,420078,643844,00801,00200,70,03101,03101NEONATAL INTENSIVE CARE UNIT
BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,HAMPDEN,(413) 794-0000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,42.1217120,-72.6059560,0,,https://data.medicare.gov/resource/xubh-q36u/row-6zew~dwhw_e2jc,220077,644037,01101,00200,55,03401,03401NEONATAL ICU
LAWRENCE & MEMORIAL HOSPITAL,365 MONTAUK AVE,NEW LONDON,CT,6320,NEW LONDON,(860) 442-0711,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,41.3364280,-72.1030740,0,,https://data.medicare.gov/resource/xubh-q36u/row-t2mt~hcpv_76tz,70007,644102,00801,00200,13,03101,03101NEONATAL INTENSIVE CARE UNIT
SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,89118,CLARK,(702) 853-3000,Acute Care Hospitals,Proprietary,TRUE,36.0897140,-115.2428820,0,,https://data.medicare.gov/resource/xubh-q36u/row-e224~h6nw_3cd4,290046,649465,00801,00200,30,03101,03101NICU
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,JEFFERSON,(205) 481-7000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,33.3730860,-86.9917090,0,,https://data.medicare.gov/resource/xubh-q36u/row-4v9u.s38j~rrc7,10114,644202,00801,00200,47,03101,02040ICU - NORTH
LEE MEMORIAL HOSPITAL,2776 CLEVELAND AVE,FORT MYERS,FL,33901,LEE,(239) 332-1111,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,26.6269240,-81.8722950,0,,https://data.medicare.gov/resource/xubh-q36u/row-d9mq-v9vy_3733,100012,644229,01201,00200,97,03501,02060NEONATAL INTENSIVE CARE UNIT
MERIT HEALTH CENTRAL,1850 CHADWICK DR,JACKSON,MS,39204,HINDS,(601) 376-1000,Acute Care Hospitals,Proprietary,TRUE,32.2869290,-90.2557550,0,,https://data.medicare.gov/resource/xubh-q36u/row-22cu_evxw_ttrz,250072,644299,00801,00200,15,03101,02060NEONATAL INTENSIVE CARE UNIT
MERIT HEALTH CENTRAL,1850 CHADWICK DR,JACKSON,MS,39204,HINDS,(601) 376-1000,Acute Care Hospitals,Proprietary,TRUE,32.2869290,-90.2557550,0,,https://data.medicare.gov/resource/xubh-q36u/row-22cu_evxw_ttrz,250072,644299,00901,00200,6,03201,03202CCU/CVR
SALINA REGIONAL HEALTH CENTER,400 SOUTH SANTA FE AVENUE,SALINA,KS,67401,SALINE,(785) 452-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,38.8332710,-97.6105250,0,,https://data.medicare.gov/resource/xubh-q36u/row-qcyy-3633.w2ek,170012,645082,00801,00200,14,03101,03101NEONATAL INTENSIVE CARE UNIT
RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,2903,PROVIDENCE,(401) 444-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,41.8119560,-71.4070490,0,,https://data.medicare.gov/resource/xubh-q36u/row-ypz5_k3ny~erpa,410007,645165,00901,00200,16,03201,02080PEDIATRIC INTENSIVE CARE UNIT
SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SPARTANBURG,(864) 560-6554,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,34.9678520,-81.9399270,0,,https://data.medicare.gov/resource/xubh-q36u/row-hyp6-4fyv-sawi,420007,645166,00801,00200,13,03101,03101NICU
SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SPARTANBURG,(864) 560-6554,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,34.9678520,-81.9399270,0,,https://data.medicare.gov/resource/xubh-q36u/row-hyp6-4fyv-sawi,420007,645166,00802,00200,14,03102,03102NEURO INTENSIVE CARE
SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SPARTANBURG,(864) 560-6554,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,34.9678520,-81.9399270,0,,https://data.medicare.gov/resource/xubh-q36u/row-hyp6-4fyv-sawi,420007,645166,00803,00200,13,03103,03103MEDICAL PULMONARY INTENSIVE CARE
SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SPARTANBURG,(864) 560-6554,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,34.9678520,-81.9399270,0,,https://data.medicare.gov/resource/xubh-q36u/row-hyp6-4fyv-sawi,420007,645166,00804,00200,4,03104,03104PICU
LAFAYETTE GENERAL MEDICAL CENTER,1214 COOLIDGE AVENUE,LAFAYETTE,LA,70503,LAFAYETTE,(337) 289-7991,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,30.2023190,-92.0187050,0,,https://data.medicare.gov/resource/xubh-q36u/row-2hmz-7r5i_zdte,190002,645416,00801,00200,31,03101,03101NEONATAL INTENSIVE CARE UNIT
REGIONAL ONE HEALTH,877 JEFFERSON AVENUE,MEMPHIS,TN,38103,SHELBY,(901) 545-7928,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,35.1426340,-90.0312970,0,,https://data.medicare.gov/resource/xubh-q36u/row-s7c8-zbce-azfz,440152,660458,01201,00200,22,03501,02401TICU
REGIONAL ONE HEALTH,877 JEFFERSON AVENUE,MEMPHIS,TN,38103,SHELBY,(901) 545-7928,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,35.1426340,-90.0312970,0,,https://data.medicare.gov/resource/xubh-q36u/row-s7c8-zbce-azfz,440152,660458,01202,00200,70,03502,02402NICU
MERCYHEALTH HOSPITAL ROCKTON AVENUE,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103,WINNEBAGO,(815) 968-6861,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,42.2984340,-89.0967820,0,,https://data.medicare.gov/resource/xubh-q36u/row-kqbu_7e2g-xpdz,140239,660519,01101,00200,52,03401,03401NEONATAL INTENSIVE CARE
MERCYHEALTH HOSPITAL ROCKTON AVENUE,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103,WINNEBAGO,(815) 968-6861,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,42.2984340,-89.0967820,0,,https://data.medicare.gov/resource/xubh-q36u/row-kqbu_7e2g-xpdz,140239,660519,01102,00200,8,03402,03402PEDIATRIC INTENSIVE CARE
ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,HAMILTON,(423) 778-7000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,35.0478990,-85.2908530,0,,https://data.medicare.gov/resource/xubh-q36u/row-5dss-8gth.uas3,440104,660457,00801,00200,14,03101,03101WW2 INTENSIVE CARE UNIT
ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,HAMILTON,(423) 778-7000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,35.0478990,-85.2908530,0,,https://data.medicare.gov/resource/xubh-q36u/row-5dss-8gth.uas3,440104,660457,01201,00200,14,03501,02080PEDIATRIC INTENSIVE CARE UNIT
ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,HAMILTON,(423) 778-7000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,35.0478990,-85.2908530,0,,https://data.medicare.gov/resource/xubh-q36u/row-5dss-8gth.uas3,440104,660457,01202,00200,10,03502,02401EE NEONATAL ICU
BAYLOR UNIVERSITY MEDICAL CENTER,3500 GASTON AVE,DALLAS,TX,75246,DALLAS,(214) 820-0111,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,32.7905670,-96.7808100,0,,https://data.medicare.gov/resource/xubh-q36u/row-9d5w.w52g_35rp,450021,660882,00901,00200,77,03201,03201NEONATAL INTENSIVE CARE UNIT
INTEGRIS BASS BAPTIST HEALTH CENTER,600 SOUTH MONROE,ENID,OK,73701,GARFIELD,(580) 233-2300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,36.3899070,-97.8864990,0,,https://data.medicare.gov/resource/xubh-q36u/row-utms_e679-iry4,370016,660424,01201,00200,46,03501,02401CHILD & ADOLESCENT BH ACUTE II
COMMUNITY MEDICAL CENTER,2827 FORT MISSOULA RD,MISSOULA,MT,59804,MISSOULA,(406) 728-4100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,46.8420620,-114.0559190,0,,https://data.medicare.gov/resource/xubh-q36u/row-ymvp.arip.4g35,270023,648711,00801,00200,24,03101,02060NICU
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,PLANO,TX,75093,COLLIN,(972) 981-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,33.0451250,-96.8370730,0,,https://data.medicare.gov/resource/xubh-q36u/row-sbv6-pg38-p2uu,450771,648990,00803,00200,45,03103,02060NEONATAL ICU
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN STREET,WALNUT CREEK,CA,94596,CONTRA COSTA,(925) 295-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,37.8915120,-122.0579430,0,,https://data.medicare.gov/resource/xubh-q36u/row-h639-6cb5.z9if,50072,649022,00801,00200,25,03101,02060NEONATAL INTENSIVE CARE UNIT
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,275 WEST MACARTHUR BOULEVARD,OAKLAND,CA,94611,ALAMEDA,(510) 752-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,37.8238570,-122.2575890,0,,https://data.medicare.gov/resource/xubh-q36u/row-s8y7~merd_qtct,50075,649024,00801,00200,24,03101,02080INTENSIVE CARE UNIT - NURSERY
"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,38.5702580,-121.4696820,0,,https://data.medicare.gov/resource/xubh-q36u/row-qwjh~w7s4_ndbp,50108,650644,01201,00200,20,03501,02080PEDIATRIC INTENSIVE CARE UNIT
LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,91360,VENTURA,(805) 497-2727,Acute Care Hospitals,Proprietary,FALSE,34.2063980,-118.8826240,0,,https://data.medicare.gov/resource/xubh-q36u/row-bmvs~zrq2-ffw7,50549,650653,00801,00200,12,03101,02060NEONATAL INTENSIVE CARE UNIT
TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON,TX,75020,GRAYSON,(903) 416-4000,Acute Care Hospitals,Proprietary,TRUE,33.7111330,-96.5869560,0,,https://data.medicare.gov/resource/xubh-q36u/row-f76b.3utz.ar9i,450324,649355,01101,00200,12,03401,02060NEONATAL INTENSIVE CARE UNIT
BARNES JEWISH HOSPITAL,ONE BARNES-JEWISH HOSPITAL PLAZA,SAINT LOUIS,MO,63110,ST. LOUIS CITY,(314) 747-3000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,38.6352633,-90.2650260,1,ROOFTOP,https://data.medicare.gov/resource/xubh-q36u/row-xqm2.gcb3.jvqi,260032,650284,01201,00200,20,03501,02400NEURO ICU
BARNES JEWISH HOSPITAL,ONE BARNES-JEWISH HOSPITAL PLAZA,SAINT LOUIS,MO,63110,ST. LOUIS CITY,(314) 747-3000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,38.6352633,-90.2650260,1,ROOFTOP,https://data.medicare.gov/resource/xubh-q36u/row-xqm2.gcb3.jvqi,260032,650284,01202,00200,30,03502,02401CARDIO-THORACIC ICU
ABBOTT NORTHWESTERN HOSPITAL,800 EAST 28TH STREET,MINNEAPOLIS,MN,55407,HENNEPIN,(612) 863-4457,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,44.9519540,-93.2622480,0,,https://data.medicare.gov/resource/xubh-q36u/row-hjfu-wxhn.rudj,240057,649761,00801,00200,32,03101,03101CV ICU-H4100/H4200
SAN ANGELO COMMUNITY MEDICAL CENTER,3501 KNICKERBOCKER ROAD,SAN ANGELO,TX,76904,TOM GREEN,(325) 949-9511,Acute Care Hospitals,Proprietary,TRUE,31.4200760,-100.4701320,0,,https://data.medicare.gov/resource/xubh-q36u/row-m9tt.p6fs.emne,450340,657988,00801,00200,6,03101,03101NICU
REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,SAN BERNARDINO,(909) 335-5500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,34.0384040,-117.2064140,0,,https://data.medicare.gov/resource/xubh-q36u/row-wstf_qkrp.vp7m,50272,644013,00801,00200,17,03101,02060NEONATAL INTENSIVE CARE UNIT
UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106,BERNALILLO,(505) 272-2111,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,35.0874830,-106.6181480,0,,https://data.medicare.gov/resource/xubh-q36u/row-ntcm.qi4a~h9yr,320001,661059,00801,00200,24,03101,03101TRAUMA / SURG ICU
UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106,BERNALILLO,(505) 272-2111,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,35.0874830,-106.6181480,0,,https://data.medicare.gov/resource/xubh-q36u/row-ntcm.qi4a~h9yr,320001,661059,00802,00200,24,03102,03102NEURO / SURG ICU
UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106,BERNALILLO,(505) 272-2111,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,35.0874830,-106.6181480,0,,https://data.medicare.gov/resource/xubh-q36u/row-ntcm.qi4a~h9yr,320001,661059,00901,00200,24,03201,03201MED / CARDIAC ICU
UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106,BERNALILLO,(505) 272-2111,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,35.0874830,-106.6181480,0,,https://data.medicare.gov/resource/xubh-q36u/row-ntcm.qi4a~h9yr,320001,661059,01101,00200,20,03401,03401PEDIATRIC ICU
UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106,BERNALILLO,(505) 272-2111,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,35.0874830,-106.6181480,0,,https://data.medicare.gov/resource/xubh-q36u/row-ntcm.qi4a~h9yr,320001,661059,01102,00200,36,03402,03402NEWBORN ICU
