@_address,provider_id,geocode_flag,geocode_accuracy,geocoded_column,lat,lng,hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,hospital_overall_rating,hospital_overall_rating_footnote,mortality_national_comparison,mortality_national_comparison_footnote,safety_of_care_national_comparison,safety_of_care_national_comparison_footnote,readmission_national_comparison,readmission_national_comparison_footnote,patient_experience_national_comparison,patient_experience_national_comparison_footnote,effectiveness_of_care_national_comparison,effectiveness_of_care_national_comparison_footnote,timeliness_of_care_national_comparison,timeliness_of_care_national_comparison_footnote,efficient_use_of_medical_imaging_national_comparison,efficient_use_of_medical_imaging_national_comparison_footnote
https://data.medicare.gov/resource/xubh-q36u/row-qz6e-3k5d-x6a4,450694,0,,POINT (-96.289576 29.219122),29.219122,-96.289576,EL CAMPO MEMORIAL HOSPITAL,303 SANDY CORNER RD,EL CAMPO,TX,77437,WHARTON,(979) 578-5251,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Not Available,5,Same as the national average,,Not Available,16,Same as the national average,,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-zk7p~ntem.y5fa,454131,0,,POINT (-95.760222 29.694588),29.694588,-95.760222,WESTPARK SPRINGS LLC,6902 S PEEK ROAD,RICHMOND,TX,77407,FORT BEND,(832) 535-2770,Psychiatric,Voluntary non-profit - Other,true,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-x9u8_ffn4-xizx,190054,0,,POINT (-91.785783 29.989047),29.989047,-91.785783,IBERIA MEDICAL CENTER,2315 E MAIN STREET,NEW IBERIA,LA,70562,IBERIA,(337) 364-0441,Acute Care Hospitals,Government - Hospital District or Authority,true,3,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-zqcn.hhh2-gsee,030036,0,,POINT (-111.873508 33.298691),33.298691,-111.873508,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,(480) 728-3000,Acute Care Hospitals,Voluntary non-profit - Other,true,2,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-cs5r-7dca.nhuu,391314,0,,POINT (-79.67972 41.6332),41.6332,-79.67972,TITUSVILLE HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354,CRAWFORD,(814) 827-1851,Critical Access Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Not Available,5,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-cv43_dzrr_v22n,670068,0,,POINT (-97.069331 33.045227),33.045227,-97.069331,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,4400 LONG PRAIRIE ROAD,FLOWER MOUND,TX,75028,DENTON,(972) 419-1530,Acute Care Hospitals,Proprietary,true,3,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-wn93~hjbb-ginr,140228,0,,POINT (-89.07355 42.266943),42.266943,-89.07355,SWEDISH AMERICAN HOSPITAL,1401 EAST STATE STREET,ROCKFORD,IL,61104,WINNEBAGO,(815) 968-4400,Acute Care Hospitals,Voluntary non-profit - Other,true,3,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-miqp~tr2i-gj89,140118,1,ROOFTOP,,41.6586704,-87.6770674,METROSOUTH MEDICAL CENTER,12935 S GREGORY,BLUE ISLAND,IL,60406,COOK,(708) 597-2000,Acute Care Hospitals,Proprietary,true,3,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-cu9w-pxid-az57,520177,0,,POINT (-88.027316 43.038407),43.038407,-88.027316,FROEDTERT MEMORIAL LUTHERAN HOSPITAL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,MILWAUKEE,(414) 805-3000,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Above the national average,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-kccc.arcd~9tnc,050078,0,,POINT (-118.305005 33.737928),33.737928,-118.305005,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Acute Care Hospitals,Voluntary non-profit - Private,false,3,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-kw75.zwj7_gsiz,440192,0,,POINT (-85.477074 35.94812),35.94812,-85.477074,SAINT THOMAS HIGHLANDS HOSPITAL,401 SEWELL DR,SPARTA,TN,38583,WHITE,(931) 738-9211,Acute Care Hospitals,Proprietary,true,4,,Same as the national average,,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-si98~suze_dh6c,171345,0,,POINT (-99.106596 38.184161),38.184161,-99.106596,PAWNEE VALLEY COMMUNITY HOSPITAL,923 CARROLL AVENUE,LARNED,KS,67550,PAWNEE,(620) 285-3162,Critical Access Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-wqwj~vb9b_viec,150072,0,,POINT (-86.361246 40.762465),40.762465,-86.361246,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,true,4,,Same as the national average,,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-7y8v.f8at-ec2r,454101,0,,POINT (-101.731626 34.207214),34.207214,-101.731626,ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW,"2601 DIMMITT ROAD, SUITE 400",PLAINVIEW,TX,79072,HALE,(806) 296-9191,Psychiatric,Proprietary,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-tpbr_taqd~69cu,161319,0,,POINT (-91.414536 42.859771),42.859771,-91.414536,MERCY ONE ELKADER MEDICAL CENTER,901 DAVIDSON STREET NW,ELKADER,IA,52043,CLAYTON,(563) 245-7000,Critical Access Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,5,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-6xzk~kxqz_ca3u,511312,0,,POINT (-79.676398 39.465641),39.465641,-79.676398,PRESTON MEMORIAL HOSPITAL,150 MEMORIAL DRIVE,KINGWOOD,WV,26537,PRESTON,(304) 329-1400,Critical Access Hospitals,Voluntary non-profit - Private,true,5,,Not Available,5,Not Available,5,Above the national average,,Above the national average,,Not Available,5,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-hs4k~gp5j~yv74,500053,0,,POINT (-119.118463 46.198875),46.198875,-119.118463,TRIOS,900 SOUTH AUBURN STREET,KENNEWICK,WA,99336,BENTON,(509) 586-6111,Acute Care Hospitals,Government - Hospital District or Authority,true,3,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-e5a3_pdew_gq2m,230117,0,,POINT (-85.561425 42.304759),42.304759,-85.561425,ASCENSION BORGESS HOSPITAL,1521 GULL ROAD,KALAMAZOO,MI,49048,KALAMAZOO,(269) 226-7000,Acute Care Hospitals,Voluntary non-profit - Other,true,4,,Below the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-mmdc_utmv~fvev,360087,0,,POINT (-81.705834 41.487243),41.487243,-81.705834,LUTHERAN HOSPITAL,1730 WEST 25TH STREET,CLEVELAND,OH,44113,CUYAHOGA,(216) 696-4300,Acute Care Hospitals,Voluntary non-profit - Private,true,5,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-pqvd~dnrv~3n2i,490066,0,,POINT (-76.742161 37.335033),37.335033,-76.742161,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,100 SENTARA CIRCLE,WILLIAMSBURG,VA,23188,JAMES CITY,(757) 984-6000,Acute Care Hospitals,Voluntary non-profit - Private,true,5,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-j67j_pem6-zmdu,210049,0,,POINT (-76.348354 39.519469),39.519469,-76.348354,UMD UPPER CHESAPEAKE MEDICAL CENTER,500 UPPER CHESAPEAKE DRIVE,BEL AIR,MD,21014,HARFORD,(443) 643-3303,Acute Care Hospitals,Voluntary non-profit - Other,true,4,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-cnu2~rrwu-tu6p,440008,0,,POINT (-88.398838 35.654195),35.654195,-88.398838,HENDERSON COUNTY COMMUNITY HOSPITAL,200 W CHURCH ST,LEXINGTON,TN,38351,HENDERSON,(731) 968-1801,Acute Care Hospitals,Proprietary,true,3,,Same as the national average,,Not Available,5,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-vqz8-9xk9.j6mf,340014,0,,POINT (-80.298565 36.073942),36.073942,-80.298565,NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,FORSYTH,(336) 718-5000,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-p5c4-k4kf-mzz6,440015,0,,POINT (-83.946678 35.93826),35.93826,-83.946678,UNIVERSITY OF TN MEDICAL CENTER (THE),1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,KNOX,(865) 544-9000,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-r382-p6er_7ibq,330331,0,,POINT (-73.478063 40.774456),40.774456,-73.478063,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-fagn.mmer_2f8n,360085,0,,POINT (-83.017686 39.994884),39.994884,-83.017686,OHIO STATE UNIVERSITY HOSPITALS,410 WEST 10TH AVENUE,COLUMBUS,OH,43210,FRANKLIN,(614) 293-9700,Acute Care Hospitals,Government - State,true,3,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-g62s-vt5f~r4p4,050523,0,,POINT (-121.804681 37.982295),37.982295,-121.804681,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,94509,CONTRA COSTA,(925) 779-7200,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-nm2c~hstr_uanu,041306,0,,POINT (-92.128587 36.126336),36.126336,-92.128587,"IZARD COUNTY MEDICAL CENTER, LLC",61 GRASSE STREET,CALICO ROCK,AR,72519,BAXTER,(870) 297-2400,Critical Access Hospitals,Proprietary,true,3,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-ky64~bu6d-5eb4,670049,0,,POINT (-96.770611 32.875179),32.875179,-96.770611,NORTH CENTRAL SURGICAL CENTER LLP,9301 NORTH CENTRAL EXPRESSWAY SUITE 100,DALLAS,TX,75231,DALLAS,(214) 265-2810,Acute Care Hospitals,Voluntary non-profit - Other,true,Not Available,16,Not Available,16,Not Available,5,Not Available,5,Above the national average,,Same as the national average,,Not Available,5,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-tza2_si74_zn9j,451300,0,,POINT (-102.721088 34.643634),34.643634,-102.721088,PARMER COUNTY COMMUNITY HOSPITAL,1307 CLEVELAND STREET,FRIONA,TX,79035,PARMER,(806) 250-2754,Critical Access Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-j9dj_ewdb-mq29,050112,0,,POINT (-118.486315 34.027776),34.027776,-118.486315,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,LOS ANGELES,(310) 319-4000,Acute Care Hospitals,Voluntary non-profit - Private,true,5,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-nw85.p2jc-cva6,010169,0,,POINT (-87.479735 31.01657),31.01657,-87.479735,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,ESCAMBIA,(251) 368-2500,Acute Care Hospitals,Government - Hospital District or Authority,true,3,,Same as the national average,,Not Available,5,Same as the national average,,Below the national average,,Same as the national average,,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-ew6z.c4u9~qxnc,073300,0,,POINT (-72.682812 41.753482),41.753482,-72.682812,CONNECTICUT CHILDRENS MEDICAL CENTER,282 WASHINGTON STREET,HARTFORD,CT,06106,HARTFORD,(860) 545-9000,Childrens,Voluntary non-profit - Private,true,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-7ubk-sp7w.3hyq,330079,0,,POINT (-74.144597 44.344548),44.344548,-74.144597,ADIRONDACK MEDICAL CENTER - SARANAC LAKE,"2233 STATE ROUTE 86, PO BOX 471",SARANAC LAKE,NY,12983,FRANKLIN,(518) 891-4141,Acute Care Hospitals,Voluntary non-profit - Other,true,3,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-k94n_jt84~krmu,371328,0,,POINT (-96.996005 34.506333),34.506333,-96.996005,ARBUCKLE MEMORIAL HOSPITAL AUTHORITY,2011 WEST BROADWAY,SULPHUR,OK,73086,MURRAY,(580) 622-2161,Critical Access Hospitals,Government - Local,true,Not Available,16,Same as the national average,,Not Available,16,Above the national average,,Not Available,16,Not Available,16,Not Available,16,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-qh6s~rn9z.ntit,381312,0,,POINT (-124.179143 43.178982),43.178982,-124.179143,COQUILLE VALLEY HOSPITAL DISTRICT,940 EAST 5TH STREET,COQUILLE,OR,97423,COOS,(541) 396-3101,Critical Access Hospitals,Government - Hospital District or Authority,true,4,,Same as the national average,,Not Available,5,Below the national average,,Above the national average,,Not Available,5,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-n6a8-y7ga.5i9e,031314,0,,POINT (-110.826224 33.407206),33.407206,-110.826224,COBRE VALLEY REGIONAL MEDICAL CENTER,5880 SOUTH HOSPITAL DRIVE,GLOBE,AZ,85501,GILA,(928) 402-1122,Critical Access Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Not Available,5,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-zgck.cipi_69sb,450085,0,,POINT (-98.584356 33.089973),33.089973,-98.584356,GRAHAM REGIONAL MEDICAL CENTER,1301 MONTGOMERY ROAD,GRAHAM,TX,76450,YOUNG,(940) 549-3400,Acute Care Hospitals,Government - Hospital District or Authority,true,3,,Same as the national average,,Not Available,5,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-k5xf.mj66.grqz,450236,0,,POINT (-95.599648 33.15622),33.15622,-95.599648,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,115 AIRPORT RD,SULPHUR SPRINGS,TX,75482,HOPKINS,(903) 885-7671,Acute Care Hospitals,Proprietary,true,3,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-nyqq~53qx~dj5y,500026,0,,POINT (-122.33569 47.802884),47.802884,-122.33569,SWEDISH EDMONDS HOSPITAL,21601 76TH AVENUE WEST,EDMONDS,WA,98026,SNOHOMISH,(425) 640-4000,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Below the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-rf2f_7h7t~9hcu,390228,0,,POINT (-80.066966 40.376775),40.376775,-80.066966,ST CLAIR HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,PA,15243,ALLEGHENY,(412) 942-4000,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-wykg.72p9~uiu8,514009,0,,POINT (-82.413847 38.411386),38.411386,-82.413847,MILDRED MITCHELL-BATEMAN HOSPITAL,1530 NORWAY AVENUE,HUNTINGTON,WV,25709,CABELL,(304) 525-7801,Psychiatric,Government - State,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-f9yf_fkru~8ynh,261308,0,,POINT (-90.773133 37.92599),37.92599,-90.773133,WASHINGTON COUNTY MEMORIAL HOSPITAL,300 HEALTH WAY,POTOSI,MO,63664,WASHINGTON,(573) 438-5451,Critical Access Hospitals,Government - Local,true,2,,Same as the national average,,Not Available,5,Below the national average,,Not Available,16,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-e2k4-zc2q~ukyi,050295,0,,POINT (-119.027386 35.373323),35.373323,-119.027386,MERCY HOSPITAL,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,KERN,(661) 632-5000,Acute Care Hospitals,Voluntary non-profit - Other,true,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-yak4.q7x6_v8gf,420011,0,,POINT (-82.704631 34.874944),34.874944,-82.704631,CANNON MEMORIAL HOSPITAL,123 W G ACKER DRIVE,PICKENS,SC,29671,PICKENS,(864) 878-4791,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Not Available,5,Above the national average,,Not Available,16,Same as the national average,,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-2ipw_2w48-wu9a,140164,0,,POINT (-89.220121 37.727973),37.727973,-89.220121,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62901,JACKSON,(618) 549-0721,Acute Care Hospitals,Voluntary non-profit - Private,true,2,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-6isd~id7e-3xdw,161355,0,,POINT (-93.109511 41.310986),41.310986,-93.109511,KNOXVILLE HOSPITAL & CLINICS,1002 SOUTH LINCOLN STREET,KNOXVILLE,IA,50138,MARION,(641) 842-2151,Critical Access Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Not Available,16,Above the national average,,Not Available,16,Not Available,5,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-hemh_kxtf-bs6t,501316,0,,POINT (-120.812299 45.820239),45.820239,-120.812299,KLICKITAT VALLEY HOSPITAL,310 SOUTH ROOSEVELT,GOLDENDALE,WA,98620,KLICKITAT,(509) 773-4022,Critical Access Hospitals,Government - Hospital District or Authority,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Same as the national average,,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-er9j_ku6s_gfmh,400003,1,ROOFTOP,,18.0037384,-66.6104852,HOSPITAL METROPOLITANO DR PILA,2435 LAS AMERICAS AVE,PONCE,PR,00733,PONCE,(787) 848-5600,Acute Care Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,5,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-rh2b~kawm~nsdh,390307,0,,POINT (-80.417855 41.330051),41.330051,-80.417855,EDGEWOOD SURGICAL HOSPITAL,239 EDGEWOOD DRIVE EXTENSION,TRANSFER,PA,16154,MERCER,(724) 646-0400,Acute Care Hospitals,Physician,false,Not Available,16,Not Available,16,Not Available,5,Not Available,5,Not Available,16,Same as the national average,,Not Available,16,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-hk2u-qsne-eka8,191322,0,,POINT (-92.297337 30.007591),30.007591,-92.297337,ABROM KAPLAN MEMORIAL HOSPITAL,1310 WEST SEVENTH STREET,KAPLAN,LA,70548,VERMILION,(337) 643-8300,Critical Access Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Not Available,16,Above the national average,,Not Available,16,Not Available,5,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-8vvk~23e7~e3mv,370028,0,,POINT (-97.57455 35.52996),35.52996,-97.57455,"INTEGRIS BAPTIST MEDICAL CENTER, INC",3300 NORTHWEST EXPRESSWAY,OKLAHOMA CITY,OK,73112,OKLAHOMA,(405) 951-8110,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-7e2c-erdj.3exa,250009,0,,POINT (-88.558648 34.935867),34.935867,-88.558648,MAGNOLIA REGIONAL HEALTH CENTER,611 ALCORN DRIVE,CORINTH,MS,38834,ALCORN,(662) 293-1000,Acute Care Hospitals,Voluntary non-profit - Other,true,2,,Below the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-7356-bqzn.gqpk,380050,0,,POINT (-121.787391 42.252655),42.252655,-121.787391,SKY LAKES MEDICAL CENTER,2865 DAGGETT AVENUE,KLAMATH FALLS,OR,97601,KLAMATH,(541) 274-6150,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Below the national average,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-pe53_e9y4-bfgv,151322,0,,POINT (-86.729561 37.96865),37.96865,-86.729561,PERRY COUNTY MEMORIAL HOSPITAL,8885 SR 237,TELL CITY,IN,47586,PERRY,(812) 547-7011,Critical Access Hospitals,Voluntary non-profit - Other,true,2,,Same as the national average,,Not Available,16,Below the national average,,Same as the national average,,Not Available,5,Not Available,5,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-q9ha~ysfs~3sxj,260094,0,,POINT (-93.220376 36.650541),36.650541,-93.220376,COX MEDICAL CENTER BRANSON,"525 BRANSON LANDING BLVD, PO BOX 650",BRANSON,MO,65615,TANEY,(417) 335-7000,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-wyam-jqj8.gyct,111331,0,,POINT (-84.205091 31.229277),31.229277,-84.205091,MITCHELL COUNTY HOSPITAL,90 STEPHENS STREET,CAMILLA,GA,31730,MITCHELL,(229) 336-5284,Critical Access Hospitals,Government - Hospital District or Authority,true,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-kk9t~8fs5~ksmj,100109,0,,POINT (-81.506881 27.538455),27.538455,-81.506881,ADVENTHEALTH SEBRING,4200 SUN N LAKE BLVD,SEBRING,FL,33871,HIGHLANDS,(863) 314-4466,Acute Care Hospitals,Voluntary non-profit - Church,false,4,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-5vx5.sxsv.i4wy,050407,0,,POINT (-122.40925 37.795695),37.795695,-122.40925,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,(415) 982-2400,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-sifi~rypw~xg47,351311,0,,POINT (-97.681427 46.437002),46.437002,-97.681427,CHI LISBON HEALTH,905 MAIN ST,LISBON,ND,58054,RANSOM,(701) 683-5241,Critical Access Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-xx73_2wjk~8zu2,141323,0,,POINT (-88.739578 37.166836),37.166836,-88.739578,MASSAC MEMORIAL HOSPITAL,"28 CHICK STREET, PO BOX 850",METROPOLIS,IL,62960,MASSAC,(618) 524-2176,Critical Access Hospitals,Government - Hospital District or Authority,true,3,,Same as the national average,,Not Available,5,Below the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-sqwg_95h7-bntj,063301,0,,POINT (-104.835018 39.741635),39.741635,-104.835018,CHILDREN'S HOSPITAL COLORADO,13123 E 16TH AVE,AURORA,CO,80045,ADAMS,(720) 777-1234,Childrens,Voluntary non-profit - Private,true,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-4p2d_7ux3-dkhq,110016,0,,POINT (-85.056671 33.031301),33.031301,-85.056671,WELLSTAR WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,TROUP,(706) 882-1411,Acute Care Hospitals,Voluntary non-profit - Private,true,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
